Название;Артикул;Цвет;Наличие;Цена;Остаток;Группа
Паутинка 25мм 100м DF-25 W;DF-25W;;нет;132,80p.;0;Лента брючная, корсаж, паутинка
Паутинка 25мм 100м DF-25 В;DF-25В;;нет;165,90p.;0;Лента брючная, корсаж, паутинка
Паутинка 30мм 100м DF-30 W;DF-30W;;нет;150,00p.;0;Лента брючная, корсаж, паутинка
Паутинка 30мм 100м DF-30 В;DF-30В;;нет;213,75p.;0;Лента брючная, корсаж, паутинка
Паутинка DF- 70мм 100м W;DF-70W;;нет;325,50p.;0;Лента брючная, корсаж, паутинка
Паутинка DF- 70мм 100м В;DF-70;;нет;465,50p.;0;Лента брючная, корсаж, паутинка
Паутинка DF-50мм 100м W;DF-50W;;нет;255,64p.;0;Лента брючная, корсаж, паутинка
Паутинка DF-50мм 100м В;DF-50B;;нет;331,10p.;0;Лента брючная, корсаж, паутинка
Паутинка Vliesofix клеевая на бумаге Т25 25мм 5м прозрачный;Т25;;нет;185,00p.;0;Лента брючная, корсаж, паутинка
Паутинка двухсторонняя для кожи трансфер (фасовка) 38мм 3м прозрачная;пдп38-3;;нет;92,48p.;0;Лента брючная, корсаж, паутинка
Паутинка клеевая 15мм 80м черная;15пч;;нет;58,63p.;0;Лента брючная, корсаж, паутинка
Паутинка клеевая 20мм 73м черный 1413183;1413183;;нет;120,75p.;0;Лента брючная, корсаж, паутинка
Паутинка клеевая 20мм 80м белая;20пб;;нет;71,50p.;0;Лента брючная, корсаж, паутинка
Паутинка клеевая 20мм 80м черная;20пч;;нет;77,22p.;0;Лента брючная, корсаж, паутинка
Паутинка клеевая 25мм 15м черный 5070545;5070545;;нет;115,00p.;0;Лента брючная, корсаж, паутинка
Паутинка клеевая 25мм 80м черная;25пч;;нет;97,24p.;0;Лента брючная, корсаж, паутинка
Паутинка клеевая 30мм 80м черная;30пч;;нет;114,40p.;0;Лента брючная, корсаж, паутинка
Паутинка клеевая 50мм 80м черная;50пч;;нет;197,34p.;0;Лента брючная, корсаж, паутинка
Паутинка сеточка на бумаге 10мм 100м NF-10 белая;NF-10;;нет;266,76p.;0;Лента брючная, корсаж, паутинка
Паутинка сеточка на бумаге 15мм 100м NF-15 белая;NF-15;;нет;254,40p.;0;Лента брючная, корсаж, паутинка
Паутинка сеточка на бумаге 20мм 100м NF-20 белая;NF-20;;нет;361,20p.;0;Лента брючная, корсаж, паутинка
Паутинка сеточка на бумаге 25мм 100м NF-25 белая;NF-25;;нет;419,20p.;0;Лента брючная, корсаж, паутинка
Паутинка сеточка на бумаге 25мм 3м NF-25;ПФ-25;NF-25;нет;13,20p.;0;Лента брючная, корсаж, паутинка
Паутинка сеточка на бумаге 30мм 3м NF-30;ПФ-30;NF-30;нет;36,54p.;0;Лента брючная, корсаж, паутинка
Паутинка сеточка на бумаге 7мм 50м NF-07 белая;NF-07;;нет;52,50p.;0;Лента брючная, корсаж, паутинка
Тесьма брючная клеевая 23мм 1.02м В,  коричневый;тес_кр;коричневый;нет;16,57p.;0;Лента брючная, корсаж, паутинка
Тесьма брючная,  термоклеевая 14мм_1.2м Wellcraft 303046;303046;;нет;47,36p.;0;Лента брючная, корсаж, паутинка
Флизелин ТА точечный G-620т 25г_кв.м черный;G-620тч;мин.заказ 1м;нет;26,77p.;0;Лента брючная, корсаж, паутинка
Стропа 10мм 25м EFX белый;EFX-10б;;да;84,00p.;1.0;Лента ременная, стропа
Стропа 15мм 50м EFX белый;EFX-15б;;да;261,36p.;4.0;Лента ременная, стропа
Стропа 30мм G301 50м черный;G301;;да;544,32p.;1.0;Лента ременная, стропа
Стропа 30мм G301C 10м хаки;G301С;;да;526,32p.;4.0;Лента ременная, стропа
Стропа 38мм G381 50м черный;G381;;да;672,36p.;3.0;Лента ременная, стропа
Стропа 40мм С1594Г17 25м хаки;С1594Г17;;да;371,78p.;2.0;Лента ременная, стропа
Стропа 50мм 3077 30м хаки;3077;;да;555,25p.;1.0;Лента ременная, стропа
Стропа фасовка 25мм 2.5м 3816 (3074) белый;3816бел;;да;32,54p.;3.0;Лента ременная, стропа
Стропа фасовка 25мм 2.5м 3816 (3074) голубой;3816г;;да;32,54p.;1.0;Лента ременная, стропа
Стропа фасовка 25мм 2.5м 3816 (3074) малахит;3816мл;;да;29,25p.;7.0;Лента ременная, стропа
Стропа фасовка 25мм 2.5м 3816 (3074) синий;3816сн;;да;32,54p.;14.0;Лента ременная, стропа
Стропа фасовка 25мм 2.5м 3816 (3074) сиреневый;3816ср;;да;29,25p.;3.0;Лента ременная, стропа
Стропа фасовка 25мм 2.5м 3816 (3074) фиолетовый;3816ф;;да;32,54p.;4.0;Лента ременная, стропа
Стропа фасовка 25мм 2.5м 3816 (3074) черный;3816ч;;да;32,54p.;5.0;Лента ременная, стропа
Стропа фасовка 25мм 2.5м 3816 (3074) яр.розовый;3816яр;;да;29,25p.;1.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м 3713 белый;3713бел;;да;30,74p.;3.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м 3713 василек;3713в;;да;30,74p.;2.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м 3713 желтый;3713ж;;да;30,74p.;1.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м 3713 зеленый;3713з;;да;34,15p.;7.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м 3713 коричневый;3713кор;;да;34,15p.;6.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м 3713 красный;3713кр;;да;30,74p.;2.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м 3713 красный_белый_черный;3713кбч;;да;30,74p.;4.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м 3713 хаки;3713х;;да;34,15p.;2.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м 3713 черный;3713ч;;да;34,15p.;12.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м 3713 яр.зелень;3713яз;;да;34,15p.;1.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м С3846 коричнево-кремовый;3846кк;;да;33,33p.;2.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м С3846 хаки-бежевый;3846хб;;да;34,15p.;7.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м ЭФ17с2 василек;ЭФ17с2вас;;да;26,45p.;4.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м ЭФ17с2 желтый;ЭФ17с2ж;;да;29,64p.;1.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м ЭФ17с2 зеленый;ЭФ17с2з;;да;29,64p.;4.0;Лента ременная, стропа
Стропа фасовка 30мм 2.5м ЭФ17с2 серый;ЭФ17с2с;;да;29,64p.;3.0;Лента ременная, стропа
